Experiment,Enrichment,DOMSource,Replicate,Time_hrs,DayOfExperiment,SamplePoint,RQ_RER,Temp_C,O2_perc,O2Rate_ugmin,O2Accum_ug,CO2_perc,CO2Rate_ugmin,CO2Accum_ug,Pressure_mmhg,Status,Restriction_mmHg,Leakage_mLmin,Volume_mL
DOM Crossing Experiment 1,ES,ES,2,162.1,6,NA,0.137,19.53,20.7596,-0.483,-19137.6,0.0515,0.066,2696.496,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,161.8,6,NA,0.073,19.53,20.6996,-0.92,-16569.08,0.052,0.067,2406.952,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,165.67,6,NA,0.089,19.41,20.76,-0.699,-18143.86,0.0503,0.062,2592.609,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,165.26,6,NA,0.103,19.46,20.7739,-0.528,-19237.78,0.0509,0.054,2706.813,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,164.96,6,NA,0.093,19.51,20.7121,-0.834,-16727.24,0.0521,0.078,2421.667,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,168.83,7,NA,0.105,19.05,20.7769,-0.686,-18273.93,0.05,0.072,2606.294,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,168.43,7,NA,0.203,19.05,20.7929,-0.381,-19310.01,0.0504,0.077,2721.488,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,168.12,7,NA,0.1,19.12,20.7278,-0.814,-16881.74,0.0515,0.082,2437.187,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,171.99,7,NA,0.091,19.78,20.7891,-0.495,-18367.8,0.0496,0.045,2614.851,801.62,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,171.59,7,NA,0.185,19.76,20.8011,-0.318,-19370.25,0.0503,0.059,2732.636,801.57,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,171.29,7,NA,0.107,19.72,20.7378,-0.586,-16992.92,0.0513,0.063,2449.101,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,175.15,7,NA,0.133,19.97,20.8031,-0.441,-18451.45,0.0497,0.059,2625.978,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,174.75,7,NA,0.222,19.91,20.8126,-0.25,-19417.71,0.0501,0.056,2743.193,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,174.45,7,NA,0.116,19.88,20.75,-0.586,-17104.06,0.0513,0.068,2462.011,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,178.31,7,NA,0.145,19.78,20.8168,-0.423,-18531.65,0.0493,0.061,2637.609,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,177.91,7,NA,0.47,19.77,20.8261,-0.178,-19451.56,0.0502,0.084,2759.109,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,177.61,7,NA,0.153,19.78,20.7671,-0.427,-17185.17,0.0507,0.065,2474.4,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,181.48,7,NA,0.237,19.3,20.8352,-0.28,-18584.71,0.0492,0.066,2650.189,801.58,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,181.07,7,NA,0.157,19.39,20.8387,-0.243,-19497.69,0.0492,0.038,2766.343,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,180.77,7,NA,0.149,19.52,20.783,-0.516,-17283.13,0.0506,0.077,2489.039,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,184.64,7,NA,0.189,19.29,20.8448,-0.32,-18645.34,0.0491,0.06,2661.665,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,184.24,7,NA,0.425,19.19,20.8469,-0.208,-19537.25,0.0498,0.089,2783.159,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,183.94,7,NA,0.233,19.21,20.797,-0.384,-17356.09,0.0508,0.09,2506.026,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,187.8,7,NA,0.164,19.53,20.8516,-0.26,-18694.72,0.0488,0.043,2669.742,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,187.4,7,NA,0.352,19.53,20.8537,-0.126,-19561.17,0.0492,0.044,2791.565,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,187.1,7,NA,0.106,19.52,20.8059,-0.365,-17425.35,0.0499,0.039,2513.343,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,190.96,7,NA,0.423,20.01,20.8613,-0.159,-18724.93,0.0488,0.067,2682.532,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,190.56,7,NA,0.877,19.8,20.8609,-0.09,-19578.23,0.0495,0.079,2806.537,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,190.26,7,NA,0.226,19.78,20.8162,-0.328,-17487.51,0.0498,0.074,2527.372,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,194.13,8,NA,0.297,19.98,20.8648,-0.189,-18760.72,0.0486,0.056,2693.17,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,193.72,8,NA,0.317,19.95,20.8622,-0.128,-19602.59,0.0487,0.041,2814.262,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,193.42,8,NA,0.209,19.96,20.8218,-0.318,-17547.81,0.0497,0.066,2539.976,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,197.29,8,NA,0.31,19.29,20.8709,-0.137,-18786.72,0.0481,0.042,2701.229,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,196.89,8,NA,0.453,19.28,20.8647,-0.139,-19629.02,0.0487,0.063,2826.233,801.57,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,196.59,8,NA,0.247,19.4,20.8293,-0.275,-17599.99,0.0496,0.068,2552.862,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,200.45,8,NA,0.317,19.29,20.8717,-0.203,-18825.28,0.0486,0.064,2713.468,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,200.05,8,NA,0.62,19.21,20.8675,-0.105,-19648.98,0.049,0.065,2838.6,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,199.75,8,NA,0.33,19.05,20.8389,-0.218,-17641.29,0.0498,0.072,2566.509,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,203.61,8,NA,0.47,19.72,20.8726,-0.07,-18838.63,0.0482,0.033,2719.739,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,203.21,8,NA,0.814,19.58,20.8687,0.056,-19638.31,0.0488,0.046,2847.281,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,202.91,8,NA,0.187,19.53,20.8368,-0.257,-17690.13,0.0495,0.048,2575.631,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,206.78,8,NA,0.356,19.81,20.8728,-0.165,-18869.97,0.0489,0.059,2730.911,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,206.38,8,NA,0.331,19.78,20.8682,-0.137,-19664.32,0.0489,0.045,2855.902,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,206.07,8,NA,0.139,19.78,20.8408,-0.281,-17743.45,0.0493,0.039,2583.019,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,209.94,8,NA,0.469,20.02,20.8707,-0.037,-18877.04,0.0479,0.017,2734.222,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,209.54,8,NA,0.442,20.01,20.8622,-0.1,-19683.23,0.0488,0.044,2864.256,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,209.24,8,NA,0.21,19.96,20.8398,-0.214,-17784.08,0.0492,0.045,2591.559,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,213.1,8,NA,1.756,20.51,20.8637,-0.04,-18884.72,0.0483,0.071,2747.697,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,212.7,8,NA,1.185,20.5,20.8573,0.051,-19673.53,0.0488,0.061,2875.75,801.61,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,212.4,8,NA,0.265,20.49,20.8317,-0.234,-17828.58,0.0491,0.062,2603.34,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,216.26,9,NA,0.812,21.01,20.8637,0.031,-18878.79,0.0473,0.025,2752.514,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,215.86,8,NA,1.976,21,20.8529,-0.033,-19679.84,0.0489,0.066,2888.224,801.61,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,215.56,8,NA,0.561,20.99,20.831,-0.089,-17845.54,0.0486,0.05,2612.859,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,219.43,9,NA,1.873,21.48,20.8661,-0.025,-18883.53,0.0477,0.047,2761.399,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,219.03,9,NA,0.36,21.42,20.8519,-0.085,-19695.98,0.0483,0.031,2894.031,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,218.73,9,NA,0.413,21.37,20.8341,-0.137,-17871.48,0.0489,0.056,2623.572,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,222.59,9,NA,0.229,21.48,20.8649,-0.157,-18913.38,0.0475,0.036,2768.231,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,222.19,9,NA,2.522,21.48,20.856,0.026,-19691.1,0.0487,0.065,2906.333,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,221.89,9,NA,0.304,21.48,20.8378,-0.149,-17899.84,0.0487,0.045,2632.203,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,225.75,9,NA,2.172,21.31,20.8689,-0.033,-18919.66,0.0482,0.072,2781.872,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,225.35,9,NA,0.148,21.36,20.8558,-0.164,-19722.27,0.0478,0.024,2910.96,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,225.05,9,NA,0.184,21.33,20.839,-0.285,-17953.96,0.0489,0.053,2642.182,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,228.92,9,NA,0.909,21.01,20.8691,-0.062,-18931.47,0.0478,0.057,2792.612,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,228.52,9,NA,4.028,21.01,20.858,-0.02,-19726.04,0.0483,0.08,2926.154,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,228.21,9,NA,0.479,21.03,20.8423,-0.128,-17978.32,0.0486,0.061,2653.84,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,232.08,9,NA,0.355,21.01,20.8663,-0.094,-18949.37,0.0476,0.034,2798.975,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,231.68,9,NA,3.232,21,20.8573,-0.014,-19728.71,0.0484,0.045,2934.765,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,231.38,9,NA,0.24,21,20.8399,-0.201,-18016.38,0.0489,0.048,2662.99,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,235.24,9,NA,0.947,21.49,20.8669,0.065,-18936.99,0.0484,0.062,2810.7,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,234.84,9,NA,21.992,21.48,20.8561,-0.004,-19729.4,0.0492,0.08,2949.938,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,234.54,9,NA,0.556,21.38,20.8405,-0.108,-18036.88,0.0489,0.06,2674.39,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,238.4,9,NA,1.633,22.22,20.8619,-0.028,-18942.36,0.0487,0.046,2819.46,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,238,9,NA,1.942,22.18,20.85,-0.009,-19731.15,0.0487,0.018,2953.335,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,237.7,9,NA,2.007,22.11,20.837,0.021,-18032.92,0.0495,0.042,2682.347,801.61,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,241.57,10,NA,0.308,21.97,20.8613,-0.185,-18977.38,0.0492,0.057,2830.254,801.57,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,241.16,10,NA,0.238,21.9,20.8502,-0.175,-19764.33,0.049,0.042,2961.222,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,240.86,10,NA,0.069,21.83,20.8385,-0.248,-18080.01,0.0493,0.017,2685.578,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,244.73,10,NA,0.686,21.24,20.866,-0.07,-18990.6,0.0486,0.048,2839.323,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,244.33,10,NA,1.894,21.39,20.8561,-0.046,-19773.02,0.0497,0.087,2977.68,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,244.02,10,NA,0.186,21.48,20.8416,-0.245,-18126.56,0.0489,0.046,2694.221,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,247.89,10,NA,0.491,20.74,20.8652,-0.114,-19012.21,0.049,0.056,2849.935,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,247.49,10,NA,0.697,20.74,20.8557,-0.071,-19786.42,0.0496,0.049,2987.015,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,247.19,10,NA,0.296,20.75,20.8419,-0.164,-18157.6,0.0493,0.048,2703.398,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,251.05,10,NA,0.497,20.51,20.8636,-0.128,-19036.52,0.0492,0.064,2862.017,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,250.65,10,NA,0.425,20.51,20.8554,-0.119,-19808.99,0.0494,0.051,2996.609,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,250.35,10,NA,0.251,20.51,20.8437,-0.196,-18194.86,0.0494,0.049,2712.75,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,254.21,10,NA,1.441,20.27,20.8646,0.029,-19031.06,0.0489,0.042,2869.892,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,253.81,10,NA,8.496,20.26,20.8541,-0.009,-19810.61,0.05,0.073,3010.373,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,253.51,10,NA,0.492,20.31,20.8414,-0.144,-18222.1,0.0498,0.071,2726.149,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,257.38,10,NA,1.99,20.51,20.8642,-0.023,-19035.37,0.0492,0.045,2878.467,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,256.97,10,NA,0.193,20.45,20.8529,-0.081,-19825.89,0.0497,0.016,3013.327,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,256.67,10,NA,0.005,20.27,20.8404,-0.205,-18260.96,0.0494,-0.001,2725.958,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,260.54,10,NA,0.337,21.04,20.8567,-0.14,-19061.92,0.0483,0.047,2887.405,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,260.14,10,NA,1.738,21,20.8485,-0.03,-19831.49,0.0492,0.051,3023.059,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,259.84,10,NA,0.579,20.99,20.8374,-0.076,-18275.45,0.0489,0.044,2734.346,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,263.7,10,NA,3.741,20.75,20.8621,-0.017,-19065.11,0.0489,0.063,2899.351,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,263.3,10,NA,1.28,20.76,20.8547,0.037,-19824.39,0.0495,0.048,3032.143,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,263,10,NA,0.392,20.84,20.8422,-0.103,-18295.08,0.0494,0.041,2742.032,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,266.86,11,NA,0.417,20.51,20.8625,-0.127,-19089.27,0.0487,0.053,2909.436,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,266.46,11,NA,0.668,20.51,20.8557,-0.122,-19847.45,0.0501,0.081,3047.556,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,266.16,11,NA,0.337,20.51,20.8456,-0.164,-18326.09,0.0493,0.055,2752.482,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,270.02,11,NA,2.683,20.26,20.8636,-0.017,-19092.45,0.0486,0.045,2917.969,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,269.62,11,NA,15.374,20.26,20.8572,-0.003,-19847.96,0.05,0.041,3055.348,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,269.32,11,NA,0.298,20.26,20.8451,-0.157,-18355.8,0.0494,0.047,2761.345,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,273.19,11,NA,1.665,20.02,20.865,-0.03,-19098.19,0.0491,0.05,2927.514,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,272.78,11,NA,0.447,20.02,20.8566,-0.08,-19863.21,0.0497,0.036,3062.16,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,272.48,11,NA,0.211,20.02,20.8458,-0.138,-18381.93,0.0491,0.029,2766.848,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,276.35,11,NA,0.834,19.77,20.8654,-0.045,-19106.75,0.0492,0.038,2934.659,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,275.95,11,NA,0.853,19.77,20.8564,-0.062,-19875.04,0.0504,0.053,3072.249,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,275.65,11,NA,0.2,19.78,20.8462,-0.156,-18411.61,0.0493,0.031,2772.8,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,279.51,11,NA,0.525,19.73,20.8643,-0.082,-19122.36,0.0495,0.043,2942.852,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,279.11,11,NA,0.972,19.68,20.8601,0.037,-19868.11,0.0505,0.036,3078.986,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,278.81,11,NA,0.379,19.7,20.8478,-0.133,-18436.9,0.0499,0.051,2782.39,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,282.67,11,NA,2.079,20.02,20.8618,-0.025,-19127.18,0.0496,0.053,2952.887,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,282.27,11,NA,0.447,20.02,20.8526,-0.137,-19894.12,0.0507,0.061,3090.604,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,281.97,11,NA,0.194,19.95,20.8435,-0.143,-18464.02,0.0497,0.028,2787.648,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,285.83,11,NA,0.637,19.96,20.8626,-0.055,-19137.67,0.0493,0.035,2959.564,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,285.43,11,NA,0.604,19.98,20.855,-0.024,-19898.66,0.0494,0.014,3093.346,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,285.13,11,NA,0.419,20.01,20.8457,-0.102,-18483.38,0.0494,0.043,2795.768,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,289,12,NA,3.445,19.53,20.8669,-0.012,-19139.96,0.049,0.042,2967.438,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,288.59,12,NA,1.903,19.53,20.8602,0.033,-19892.4,0.0501,0.063,3105.273,801.62,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,288.29,12,NA,0.369,19.54,20.8484,-0.115,-18505.17,0.0495,0.042,2803.807,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,292.16,12,NA,0.266,19.95,20.8618,-0.187,-19175.35,0.0488,0.05,2976.87,801.57,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,291.76,12,NA,0.436,19.78,20.8594,-0.1,-19911.33,0.0496,0.043,3113.525,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,291.45,12,NA,0.373,19.73,20.8504,-0.133,-18530.46,0.0492,0.05,2813.241,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,295.32,12,NA,1.361,20.02,20.8624,0.044,-19166.91,0.0489,0.061,2988.359,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,294.92,12,NA,4.095,20.02,20.8566,-0.01,-19913.24,0.0491,0.041,3121.328,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,294.62,12,NA,0.274,19.99,20.8452,-0.166,-18561.86,0.0487,0.045,2821.86,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,298.48,12,NA,1.646,20.49,20.8625,-0.025,-19171.65,0.0488,0.041,2996.158,801.6,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,298.08,12,NA,5.341,20.29,20.8568,0.008,-19911.78,0.0491,0.041,3129.135,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,297.78,12,NA,0.449,20.27,20.8449,-0.1,-18580.91,0.0488,0.045,2830.406,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,301.64,12,NA,0.578,20.65,20.8625,-0.083,-19187.33,0.0489,0.048,3005.215,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,301.24,12,NA,0.638,20.51,20.8555,-0.07,-19925.08,0.049,0.045,3137.618,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,300.94,12,NA,0.434,20.51,20.8454,-0.087,-18597.45,0.0486,0.038,2837.58,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,304.81,12,NA,0.53,20.02,20.8675,-0.093,-19204.91,0.049,0.049,3014.53,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,304.4,12,NA,0.863,20.02,20.863,-0.06,-19936.46,0.0492,0.052,3147.442,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,304.1,12,NA,0.212,20.02,20.8538,-0.144,-18624.71,0.0482,0.031,2843.369,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,307.97,12,NA,1.919,19.77,20.8698,0.024,-19200.44,0.0489,0.045,3023.108,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,307.57,12,NA,91.046,19.76,20.8636,0,-19936.37,0.0487,0.043,3155.649,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,307.26,12,NA,0.31,19.78,20.8522,-0.142,-18651.56,0.048,0.044,2851.689,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,311.13,12,NA,2.632,19.78,20.8695,-0.016,-19203.43,0.0487,0.042,3030.992,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,310.73,12,NA,0.603,19.78,20.8612,-0.053,-19946.34,0.0484,0.032,3161.656,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,310.43,12,NA,0.47,19.77,20.8507,-0.117,-18673.85,0.0483,0.055,2862.153,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,314.29,13,final,0.302,19.78,20.866,-0.128,-19227.79,0.0488,0.039,3038.342,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,313.89,13,final,11.601,19.76,20.8621,-0.005,-19947.26,0.049,0.056,3172.329,801.57,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,313.59,13,final,0.34,19.76,20.851,-0.123,-18697.21,0.0483,0.042,2870.088,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,317.45,13,final,3.07,19.62,20.8681,-0.014,-19230.45,0.0493,0.043,3046.512,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,317.05,13,final,0.512,19.54,20.8617,-0.055,-19957.61,0.0489,0.028,3177.629,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,316.75,13,final,0.293,19.55,20.8508,-0.137,-18723.19,0.0488,0.04,2877.707,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,320.62,13,final,11.409,19.53,20.8731,0.004,-19229.73,0.05,0.043,3054.711,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,320.21,13,final,0.384,19.49,20.8687,0.059,-19946.43,0.049,0.023,3181.92,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,319.91,13,final,0.163,19.53,20.8555,-0.112,-18744.37,0.0485,0.018,2881.169,801.59,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,323.78,13,final,0.282,20.04,20.869,-0.082,-19245.21,0.0504,0.023,3059.077,801.61,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,323.38,13,final,0.374,20.02,20.863,-0.105,-19966.29,0.0499,0.039,3189.353,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,323.07,13,final,0.482,20.02,20.853,-0.093,-18762.09,0.0494,0.045,2889.712,801.6,NA,0,0,267
DOM Crossing Experiment 1,ES,ES,3,326.94,13,final,3.766,20.26,20.8729,0.009,-19243.58,0.0511,0.032,3065.236,801.59,NA,0,0,243
DOM Crossing Experiment 1,ES,ES,2,326.54,13,final,2.518,20.26,20.8657,-0.014,-19968.85,0.0509,0.034,3195.804,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,ES,1,326.24,13,final,0.089,20.22,20.8572,-0.051,-18771.79,0.0497,0.005,2890.58,801.58,NA,0,0,267
DOM Crossing Experiment 1,ES,SRFA,3,2.16,0,initial,0,20.13,20.9216,0,0,0.0363,0,0,801.59,R,0,0,260
DOM Crossing Experiment 1,ES,SRFA,2,1.76,0,initial,0,20.16,20.9347,0,0,0.0373,0,0,801.59,R,0,0,250
DOM Crossing Experiment 1,ES,SRFA,1,1.46,0,initial,0,20.14,20.9459,0,0,0.0381,0,0,801.59,R,0,0,257
DOM Crossing Experiment 1,ES,SRFA,3,5.32,0,initial,0.041,20.02,20.8998,-0.384,-72.925,0.0372,0.016,2.968,801.58,NA,0,0,260
DOM Crossing Experiment 1,ES,SRFA,2,4.92,0,initial,0.039,19.83,20.9057,-0.558,-105.829,0.0382,0.022,4.148,801.56,NA,0,0,250
DOM Crossing Experiment 1,ES,SRFA,1,4.62,0,initial,0.028,19.78,20.9068,-0.836,-158.693,0.039,0.023,4.455,801.59,NA,0,0,257
DOM Crossing Experiment 1,ES,SRFA,3,8.49,0,initial,0.37,20.71,20.8885,-0.111,-94.016,0.0383,0.041,10.77,801.59,NA,0,0,260
DOM Crossing Experiment 1,ES,SRFA,2,8.09,0,initial,0.196,20.53,20.8908,-0.222,-147.924,0.0389,0.044,12.414,801.59,NA,0,0,250
DOM Crossing Experiment 1,ES,SRFA,1,7.78,0,initial,0.332,20.51,20.8906,-0.226,-201.637,0.0403,0.075,18.728,801.55,NA,0,0,257
DOM Crossing Experiment 1,ES,SRFA,3,11.65,0,initial,0.195,21.42,20.8768,-0.258,-142.898,0.0393,0.05,20.287,801.6,NA,0,0,260
DOM Crossing Experiment 1,ES,SRFA,2,11.25,0,initial,0.063,21.24,20.8752,-0.412,-226.015,0.0389,0.026,17.326,801.59,NA,0,0,250
DOM Crossing Experiment 1,ES,SRFA,1,10.95,0,initial,0.157,21.22,20.8737,-0.437,-284.556,0.0413,0.069,31.76,801.57,NA,0,0,257
